Date,Open,High,Low,Close,Adj Close,Volume
2015-02-03,203.0,204.85000610351562,202.5500030517578,204.83999633789062,169.2005157470703,124212900
2015-02-04,203.9199981689453,205.3800048828125,203.50999450683594,204.05999755859375,168.55618286132812,134306700
2015-02-05,204.86000061035156,206.3000030517578,204.77000427246094,206.1199951171875,170.2577362060547,97953200
2015-02-06,206.55999755859375,207.24000549316406,204.9199981689453,205.5500030517578,169.78700256347656,125672000
2015-02-09,204.77000427246094,205.63999938964844,204.13999938964844,204.6300048828125,169.02703857421875,87219000
2015-02-10,205.8800048828125,207.1199951171875,204.67999267578125,206.80999755859375,170.82774353027344,96164200
2015-02-11,206.61000061035156,207.4499969482422,205.8300018310547,206.92999267578125,170.92689514160156,91087800
2015-02-12,207.88999938964844,208.99000549316406,206.97000122070312,208.9199981689453,172.57064819335938,97545900
2015-02-13,209.07000732421875,209.83999633789062,208.75999450683594,209.77999877929688,173.28102111816406,93670400
2015-02-17,209.39999389648438,210.32000732421875,209.10000610351562,210.11000061035156,173.55355834960938,76968200
2015-02-18,209.66000366210938,210.22000122070312,209.33999633789062,210.1300048828125,173.57008361816406,80652900
2015-02-19,209.41000366210938,210.4199981689453,209.24000549316406,209.97999572753906,173.44619750976562,91462500
2015-02-20,209.47999572753906,211.3300018310547,208.72999572753906,211.24000549316406,174.48699951171875,140896400
2015-02-23,210.94000244140625,211.2100067138672,210.47999572753906,211.2100067138672,174.46217346191406,74411100
2015-02-24,211.1199951171875,212.0500030517578,210.75999450683594,211.80999755859375,174.95777893066406,72472300
2015-02-25,211.66000366210938,212.24000549316406,211.22000122070312,211.6300048828125,174.80914306640625,73061700
2015-02-26,211.52000427246094,211.7100067138672,210.64999389648438,211.3800048828125,174.6026611328125,72697900
2015-02-27,211.25999450683594,211.5800018310547,210.60000610351562,210.66000366210938,174.0078887939453,108076000
2015-03-02,210.77999877929688,212.05999755859375,210.72000122070312,211.99000549316406,175.10646057128906,87491400
2015-03-03,211.47000122070312,212.0500030517578,210.0800018310547,211.1199951171875,174.38787841796875,110325800
2015-03-04,210.39999389648438,210.49000549316406,209.05999755859375,210.22999572753906,173.65272521972656,114497200
2015-03-05,210.6199951171875,210.8000030517578,209.85000610351562,210.4600067138672,173.84275817871094,76873000
2015-03-06,209.4199981689453,209.94000244140625,207.10000610351562,207.5,171.3976593017578,188128000
2015-03-09,207.74000549316406,208.7899932861328,207.5500030517578,208.36000061035156,172.10806274414062,89818900
2015-03-10,206.7100067138672,206.80999755859375,204.92999267578125,204.97999572753906,169.316162109375,157121300
2015-03-11,205.2899932861328,205.5,204.39999389648438,204.5,168.91966247558594,110145700
2015-03-12,205.25999450683594,207.17999267578125,205.1999969482422,207.10000610351562,171.0673065185547,93993500
2015-03-13,206.77000427246094,207.92999267578125,204.5800018310547,205.8300018310547,170.0182342529297,162410900
2015-03-16,206.7100067138672,208.69000244140625,205.86000061035156,208.5800018310547,172.289794921875,136099200
2015-03-17,207.69000244140625,208.4199981689453,206.97999572753906,207.9600067138672,171.77769470214844,94510400
2015-03-18,207.38999938964844,211.27000427246094,206.6199951171875,210.4600067138672,173.84275817871094,228808500
2015-03-19,209.9600067138672,210.47000122070312,209.02999877929688,209.5,173.0497589111328,117917300
2015-03-20,209.7100067138672,211.02000427246094,209.49000549316406,210.41000366210938,174.57720947265625,177715100
2015-03-23,210.4199981689453,211.11000061035156,210.0,210.0,174.2370147705078,71784500
2015-03-24,209.85000610351562,210.39999389648438,208.74000549316406,208.82000732421875,173.25804138183594,77805300
2015-03-25,209.07000732421875,209.35000610351562,205.7100067138672,205.75999450683594,170.71905517578125,159521700
2015-03-26,204.9600067138672,206.3699951171875,204.1199951171875,205.27000427246094,170.3125457763672,153067200
2015-03-27,205.1300048828125,205.9499969482422,204.89999389648438,205.74000549316406,170.70252990722656,118939000
2015-03-30,206.97999572753906,208.61000061035156,206.9600067138672,208.25,172.78512573242188,96180400
2015-03-31,207.25999450683594,208.10000610351562,206.36000061035156,206.42999267578125,171.27499389648438,126768700
2015-04-01,206.38999938964844,206.4199981689453,204.50999450683594,205.6999969482422,170.66929626464844,137303600
2015-04-02,205.6199951171875,206.97999572753906,205.39999389648438,206.44000244140625,171.2832794189453,86900900
2015-04-06,205.3699951171875,208.4499969482422,205.2100067138672,207.8300018310547,172.43650817871094,114368200
2015-04-07,207.86000061035156,208.75999450683594,207.24000549316406,207.27999877929688,171.98019409179688,81236300
2015-04-08,207.5500030517578,208.50999450683594,207.0800018310547,207.97999572753906,172.56101989746094,89351900
2015-04-09,207.77999877929688,209.17999267578125,207.19000244140625,208.89999389648438,173.3243865966797,85548900
2015-04-10,209.1999969482422,210.08999633789062,208.9600067138672,210.0399932861328,174.2701873779297,72722900
2015-04-13,209.8699951171875,210.6300048828125,209.02999877929688,209.08999633789062,173.4819793701172,74436600
2015-04-14,208.85000610351562,209.7100067138672,208.10000610351562,209.49000549316406,173.81385803222656,75099900
2015-04-15,210.0500030517578,211.0399932861328,209.9499969482422,210.42999267578125,174.5938262939453,99529300
2015-04-16,210.02999877929688,210.97999572753906,209.7899932861328,210.3699951171875,174.54403686523438,68934900
2015-04-17,208.94000244140625,209.22999572753906,207.00999450683594,207.9499969482422,172.53614807128906,191113200
2015-04-20,209.05999755859375,210.25,208.9600067138672,209.85000610351562,174.112548828125,92189500
2015-04-21,210.6699981689453,210.86000061035156,209.24000549316406,209.60000610351562,173.9051513671875,72559800
2015-04-22,210.00999450683594,210.85000610351562,208.89999389648438,210.6300048828125,174.7596893310547,78264600
2015-04-23,210.14999389648438,211.94000244140625,210.00999450683594,211.16000366210938,175.19947814941406,102585900
2015-04-24,211.66000366210938,211.97000122070312,211.11000061035156,211.64999389648438,175.6060028076172,61327400
2015-04-27,212.3300018310547,212.47999572753906,210.5399932861328,210.77000427246094,174.87588500976562,79358100
2015-04-28,210.74000549316406,211.5,209.3300018310547,211.44000244140625,175.43179321289062,86863500
2015-04-29,210.3699951171875,211.2899932861328,209.60000610351562,210.57000732421875,174.70993041992188,125684900
2015-04-30,209.8800048828125,210.35000610351562,207.6199951171875,208.4600067138672,172.9593048095703,161304900
2015-05-01,209.39999389648438,210.77000427246094,209.27999877929688,210.72000122070312,174.83441162109375,103399700
2015-05-04,211.22999572753906,212.02000427246094,211.10000610351562,211.32000732421875,175.33224487304688,70927200
2015-05-05,211.02999877929688,211.4600067138672,208.72999572753906,208.89999389648438,173.3243865966797,113326200
2015-05-06,209.55999755859375,209.92999267578125,206.75999450683594,208.0399932861328,172.6107940673828,135060200
2015-05-07,207.9199981689453,209.3800048828125,207.52000427246094,208.8699951171875,173.29945373535156,88244900
2015-05-08,210.8800048828125,211.86000061035156,210.77999877929688,211.6199951171875,175.58116149902344,155877300
2015-05-11,211.57000732421875,211.88999938964844,210.52000427246094,210.61000061035156,174.7431640625,75708100
2015-05-12,209.61000061035156,210.6300048828125,208.6199951171875,209.97999572753906,174.2204132080078,119727600
2015-05-13,210.47000122070312,211.22000122070312,209.74000549316406,210.02000427246094,174.2536163330078,94667900
2015-05-14,211.24000549316406,212.32000732421875,210.91000366210938,212.2100067138672,176.07069396972656,95934000
2015-05-15,212.44000244140625,212.61000061035156,211.86000061035156,212.44000244140625,176.26150512695312,76510100
2015-05-18,212.24000549316406,213.39999389648438,212.16000366210938,213.10000610351562,176.80914306640625,74549700
2015-05-19,213.24000549316406,213.57000732421875,212.69000244140625,213.02999877929688,176.7509765625,72114600
2015-05-20,213.14999389648438,213.77999877929688,212.5,212.8800048828125,176.62655639648438,76857500
2015-05-21,212.7100067138672,213.75,212.50999450683594,213.5,177.1409912109375,64764600
2015-05-22,213.0399932861328,213.5399932861328,212.91000366210938,212.99000549316406,176.71780395507812,57433500
2015-05-26,212.39999389648438,212.91000366210938,210.1999969482422,210.6999969482422,174.81781005859375,124308600
2015-05-27,211.25,212.97999572753906,210.75999450683594,212.6999969482422,176.47718811035156,93214000
2015-05-28,212.3300018310547,212.58999633789062,211.6300048828125,212.4600067138672,176.2781219482422,74974600
2015-05-29,212.3800048828125,212.42999267578125,210.82000732421875,211.13999938964844,175.18295288085938,124919600
2015-06-01,211.94000244140625,212.33999633789062,210.6199951171875,211.57000732421875,175.5396270751953,93338800
2015-06-02,211.02000427246094,212.19000244140625,210.27000427246094,211.36000061035156,175.36546325683594,91531000
2015-06-03,212.0,212.6699981689453,211.3300018310547,211.9199981689453,175.83004760742188,87820900
2015-06-04,211.07000732421875,211.86000061035156,209.75,210.1300048828125,174.3448944091797,151882800
2015-06-05,209.9499969482422,210.5800018310547,208.97999572753906,209.77000427246094,174.0462188720703,121704700
2015-06-08,209.63999938964844,209.82000732421875,208.38999938964844,208.47999572753906,172.9759063720703,89063300
2015-06-09,208.4499969482422,209.10000610351562,207.69000244140625,208.4499969482422,172.95094299316406,105034700
2015-06-10,209.3699951171875,211.41000366210938,209.3000030517578,210.9499969482422,175.02523803710938,134551300
2015-06-11,211.47999572753906,212.08999633789062,211.1999969482422,211.6300048828125,175.58944702148438,73876400
2015-06-12,210.63999938964844,211.47999572753906,209.67999267578125,210.00999450683594,174.2453155517578,135382400
2015-06-15,208.63999938964844,209.4499969482422,207.7899932861328,209.11000061035156,173.49856567382812,124384200
2015-06-16,208.92999267578125,210.35000610351562,208.72000122070312,210.25,174.44448852539062,85308200
2015-06-17,210.58999633789062,211.32000732421875,209.36000061035156,210.58999633789062,174.7265167236328,126708600
2015-06-18,211.30999755859375,213.33999633789062,210.6300048828125,212.77999877929688,176.5435791015625,165867900
2015-06-19,211.4600067138672,211.5500030517578,210.36000061035156,210.80999755859375,175.7598419189453,130478700
2015-06-22,211.91000366210938,212.58999633789062,211.63999938964844,211.88999938964844,176.66029357910156,70696000
2015-06-23,212.13999938964844,212.44000244140625,211.57000732421875,212.0399932861328,176.7853546142578,68476800
2015-06-24,211.72000122070312,212.1699981689453,210.47000122070312,210.5,175.50146484375,92307300
2015-06-25,211.10000610351562,211.25,209.77000427246094,209.86000061035156,174.96783447265625,97107400
2015-06-26,210.2899932861328,210.5800018310547,209.16000366210938,209.82000732421875,174.93446350097656,104174800
2015-06-29,208.0500030517578,209.8300018310547,205.3300018310547,205.4199981689453,171.2660675048828,202621300
2015-06-30,207.25999450683594,207.32000732421875,205.27999877929688,205.85000610351562,171.62454223632812,182925100
2015-07-01,207.72999572753906,208.02999877929688,206.55999755859375,207.5,173.00018310546875,135979900
2015-07-02,208.07000732421875,208.27000427246094,206.80999755859375,207.30999755859375,172.84181213378906,104373700
2015-07-06,205.77000427246094,207.64999389648438,205.52999877929688,206.72000122070312,172.3498992919922,117975400
2015-07-07,206.9600067138672,208.1699981689453,204.11000061035156,208.02000427246094,173.43377685546875,173820200
2015-07-08,206.4199981689453,206.75999450683594,204.25,204.52999877929688,170.5240020751953,164020100
2015-07-09,207.0399932861328,207.35000610351562,204.77000427246094,204.89999389648438,170.8324737548828,144113100
2015-07-10,207.2899932861328,207.97999572753906,204.9499969482422,207.47999572753906,172.98350524902344,129456900
2015-07-13,208.99000549316406,209.89999389648438,208.94000244140625,209.77000427246094,174.89280700683594,106069400
2015-07-14,209.72000122070312,211.0500030517578,209.64999389648438,210.67999267578125,175.65150451660156,81709600
2015-07-15,210.72999572753906,211.27999877929688,210.0399932861328,210.61000061035156,175.59317016601562,97914100
2015-07-16,211.8699951171875,212.3000030517578,211.5800018310547,212.3000030517578,177.00213623046875,106683300
2015-07-17,212.2899932861328,212.5500030517578,211.8000030517578,212.47999572753906,177.15223693847656,89030000
2015-07-20,212.75,213.17999267578125,212.2100067138672,212.58999633789062,177.24392700195312,70446800
2015-07-21,212.42999267578125,212.74000549316406,211.38999938964844,211.75,176.54354858398438,77965000
2015-07-22,210.92999267578125,211.77000427246094,210.88999938964844,211.3699951171875,176.2267608642578,88667900
2015-07-23,211.52999877929688,211.64999389648438,209.75,210.17999267578125,175.23463439941406,90509100
2015-07-24,210.3000030517578,210.3699951171875,207.60000610351562,208.0,173.4170379638672,117755000
2015-07-27,206.94000244140625,207.5500030517578,206.25999450683594,206.7899932861328,172.4082489013672,132361100
2015-07-28,207.7899932861328,209.5,206.8000030517578,209.3300018310547,174.52593994140625,123544800
2015-07-29,209.47999572753906,211.0399932861328,209.30999755859375,210.77000427246094,175.72654724121094,105791300
2015-07-30,210.16000366210938,211.02000427246094,209.4199981689453,210.82000732421875,175.7682342529297,91304400
2015-07-31,211.4199981689453,211.4499969482422,210.16000366210938,210.5,175.50146484375,103266900
2015-08-03,210.4600067138672,210.52999877929688,208.64999389648438,209.7899932861328,174.909423828125,113965700
2015-08-04,209.6999969482422,210.25,208.8000030517578,209.3800048828125,174.5676727294922,81820800
2015-08-05,210.4499969482422,211.30999755859375,209.72999572753906,210.07000732421875,175.14288330078125,85786800
2015-08-06,210.2899932861328,210.4199981689453,207.64999389648438,208.35000610351562,173.7089080810547,116030800
2015-08-07,208.16000366210938,208.33999633789062,206.8699951171875,207.9499969482422,173.37533569335938,117858000
2015-08-10,209.27999877929688,210.6699981689453,209.27999877929688,210.57000732421875,175.55979919433594,80270700
2015-08-11,208.97000122070312,209.47000122070312,207.75999450683594,208.6699981689453,173.97569274902344,126081400
2015-08-12,207.11000061035156,209.13999938964844,205.36000061035156,208.9199981689453,174.1841278076172,172123700
2015-08-13,208.72999572753906,209.5500030517578,208.00999450683594,208.66000366210938,173.96731567382812,89383300
2015-08-14,208.42999267578125,209.50999450683594,208.25999450683594,209.4199981689453,174.60098266601562,72786500
2015-08-17,208.7100067138672,210.58999633789062,208.16000366210938,210.58999633789062,175.57643127441406,79072600
2015-08-18,210.25999450683594,210.67999267578125,209.6999969482422,209.97999572753906,175.06788635253906,71692700
2015-08-19,209.08999633789062,210.00999450683594,207.35000610351562,208.32000732421875,173.6838836669922,172946000
2015-08-20,206.50999450683594,208.2899932861328,203.89999389648438,203.97000122070312,170.05709838867188,194327900
2015-08-21,201.72999572753906,203.94000244140625,197.52000427246094,197.8300018310547,164.93798828125,346588500
2015-08-24,187.49000549316406,197.47999572753906,182.39999389648438,189.5,157.9929656982422,507244300
2015-08-25,195.42999267578125,195.4499969482422,186.9199981689453,187.27000427246094,156.13375854492188,369833100
2015-08-26,192.0800018310547,194.7899932861328,188.3699951171875,194.4600067138672,162.1282958984375,339257000
2015-08-27,197.02000427246094,199.4199981689453,195.2100067138672,199.27000427246094,166.1385498046875,274143900
2015-08-28,198.5,199.83999633789062,197.9199981689453,199.27999877929688,166.1469268798828,160414400
2015-08-31,198.11000061035156,199.1300048828125,197.00999450683594,197.6699981689453,164.80459594726562,163298800
2015-09-01,193.1199951171875,194.77000427246094,190.72999572753906,191.77000427246094,159.88555908203125,256000400
2015-09-02,194.6199951171875,195.4600067138672,192.4199981689453,195.41000366210938,162.92034912109375,160269300
2015-09-03,196.25999450683594,198.0500030517578,194.9600067138672,195.5500030517578,163.03701782226562,152087800
2015-09-04,192.85000610351562,193.86000061035156,191.61000061035156,192.58999633789062,160.56922912597656,207081000
2015-09-08,195.94000244140625,197.61000061035156,195.1699981689453,197.42999267578125,164.60447692871094,116025700
2015-09-09,199.32000732421875,199.47000122070312,194.35000610351562,194.7899932861328,162.4034881591797,149347700
2015-09-10,194.55999755859375,197.22000122070312,194.25,195.85000610351562,163.28713989257812,158611100
2015-09-11,195.3800048828125,196.82000732421875,194.52999877929688,196.74000549316406,164.02919006347656,119691200
2015-09-14,196.9499969482422,197.00999450683594,195.42999267578125,196.00999450683594,163.42062377929688,79452000
2015-09-15,196.61000061035156,198.99000549316406,195.9600067138672,198.4600067138672,165.4632568359375,113806200
2015-09-16,198.82000732421875,200.41000366210938,198.41000366210938,200.17999267578125,166.8972930908203,99581600
2015-09-17,200.02000427246094,202.88999938964844,199.27999877929688,199.72999572753906,166.52210998535156,276046600
2015-09-18,195.7100067138672,198.67999267578125,194.9600067138672,195.4499969482422,163.80088806152344,223657500
2015-09-21,196.44000244140625,197.67999267578125,195.2100067138672,196.4600067138672,164.64732360839844,105726200
2015-09-22,193.8800048828125,194.4600067138672,192.55999755859375,193.91000366210938,162.51028442382812,153890900
2015-09-23,194.11000061035156,194.6699981689453,192.91000366210938,193.60000610351562,162.25048828125,92790600
2015-09-24,192.14999389648438,193.4499969482422,190.55999755859375,192.89999389648438,161.66375732421875,159378800
2015-09-25,194.63999938964844,195.0,191.80999755859375,192.85000610351562,161.62193298339844,155054800
2015-09-28,191.77999877929688,191.91000366210938,187.63999938964844,188.00999450683594,157.56561279296875,178515900
2015-09-29,188.27000427246094,189.74000549316406,186.92999267578125,188.1199951171875,157.65777587890625,159045600
2015-09-30,190.3699951171875,191.8300018310547,189.44000244140625,191.6300048828125,160.5994415283203,163452000
2015-10-01,192.0800018310547,192.49000549316406,189.82000732421875,192.1300048828125,161.01849365234375,131079000
2015-10-02,189.77000427246094,195.02999877929688,189.1199951171875,195.0,163.4237518310547,211003300
2015-10-05,196.4600067138672,198.74000549316406,196.3300018310547,198.47000122070312,166.3318634033203,126320800
2015-10-06,198.30999755859375,198.97999572753906,197.0,197.7899932861328,165.7619171142578,110274500
2015-10-07,198.89999389648438,199.8300018310547,197.47999572753906,199.41000366210938,167.11965942382812,124307300
2015-10-08,198.9499969482422,201.5500030517578,198.58999633789062,201.2100067138672,168.62815856933594,153055200
2015-10-09,201.3800048828125,201.89999389648438,200.5800018310547,201.3300018310547,168.72872924804688,107069200
2015-10-12,201.4199981689453,201.75999450683594,200.91000366210938,201.52000427246094,168.88800048828125,56395600
2015-10-13,200.64999389648438,202.16000366210938,200.0500030517578,200.25,167.8236083984375,88038700
2015-10-14,200.17999267578125,200.8699951171875,198.94000244140625,199.2899932861328,167.01902770996094,99106200
2015-10-15,200.0800018310547,202.36000061035156,199.63999938964844,202.35000610351562,169.58358764648438,134142200
2015-10-16,202.8300018310547,203.2899932861328,201.9199981689453,203.27000427246094,170.3545379638672,114580100
2015-10-19,202.5,203.3699951171875,202.1300048828125,203.3699951171875,170.43838500976562,76523900
2015-10-20,202.85000610351562,203.83999633789062,202.5500030517578,203.11000061035156,170.220458984375,78448500
2015-10-21,203.61000061035156,203.7899932861328,201.64999389648438,201.85000610351562,169.16456604003906,102038000
2015-10-22,202.97999572753906,205.50999450683594,201.85000610351562,205.25999450683594,172.0223388671875,174911700
2015-10-23,207.25,207.9499969482422,206.3000030517578,207.50999450683594,173.90802001953125,144442300
2015-10-26,207.3000030517578,207.3699951171875,206.55999755859375,207.0,173.48056030273438,69033000
2015-10-27,206.1999969482422,207.0,205.7899932861328,206.60000610351562,173.14535522460938,77905800
2015-10-28,207.0,208.97999572753906,206.2100067138672,208.9499969482422,175.11483764648438,135906700
2015-10-29,208.35000610351562,209.27000427246094,208.2100067138672,208.8300018310547,175.0142364501953,90525500
2015-10-30,209.05999755859375,209.44000244140625,207.74000549316406,207.92999267578125,174.2599334716797,131076900
2015-11-02,208.32000732421875,210.6199951171875,208.1699981689453,210.38999938964844,176.32159423828125,86270800
2015-11-03,209.97000122070312,211.66000366210938,209.6999969482422,211.0,176.83290100097656,95246100
2015-11-04,211.35000610351562,211.5,209.72000122070312,210.36000061035156,176.2965087890625,96224500
2015-11-05,210.42999267578125,210.97999572753906,209.08999633789062,210.14999389648438,176.12049865722656,78408700
2015-11-06,209.74000549316406,210.32000732421875,208.4600067138672,210.0399932861328,176.02830505371094,110471500
2015-11-09,209.30999755859375,209.49000549316406,206.9499969482422,208.0800018310547,174.3856964111328,131008700
2015-11-10,207.50999450683594,208.60000610351562,207.19000244140625,208.55999755859375,174.78794860839844,75874600
2015-11-11,208.8800048828125,208.94000244140625,207.66000366210938,207.74000549316406,174.10076904296875,67846000
2015-11-12,206.5,207.05999755859375,204.82000732421875,204.83999633789062,171.67030334472656,121315200
2015-11-13,204.35000610351562,204.6699981689453,202.44000244140625,202.5399932861328,169.7427978515625,153577100
2015-11-16,202.32000732421875,205.69000244140625,202.17999267578125,205.6199951171875,172.32403564453125,117645200
2015-11-17,205.99000549316406,207.0399932861328,204.8800048828125,205.47000122070312,172.1983642578125,121123700
2015-11-18,206.0399932861328,208.89999389648438,205.99000549316406,208.72999572753906,174.93043518066406,121342500
2015-11-19,208.58999633789062,209.0500030517578,208.1999969482422,208.5500030517578,174.7796173095703,88220500
2015-11-20,209.4499969482422,210.1199951171875,208.86000061035156,209.30999755859375,175.41650390625,94011500
2015-11-23,209.3800048828125,209.97999572753906,208.52000427246094,209.07000732421875,175.21539306640625,64931200
2015-11-24,207.8699951171875,209.8300018310547,207.41000366210938,209.35000610351562,175.45001220703125,98874400
2015-11-25,209.5,209.74000549316406,209.00999450683594,209.32000732421875,175.42494201660156,51980100
2015-11-27,209.42999267578125,209.8000030517578,208.86000061035156,209.55999755859375,175.62603759765625,37317800
2015-11-30,209.75,209.88999938964844,208.55999755859375,208.69000244140625,174.89694213867188,112822700
2015-12-01,209.44000244140625,210.82000732421875,209.11000061035156,210.67999267578125,176.56471252441406,97858400
2015-12-02,210.6199951171875,211.0,208.22999572753906,208.52999877929688,174.7628631591797,108441300
2015-12-03,208.8300018310547,209.14999389648438,204.75,205.61000061035156,172.315673828125,166224200
2015-12-04,205.61000061035156,209.97000122070312,205.61000061035156,209.6199951171875,175.6763458251953,192913900
2015-12-07,209.22999572753906,209.72999572753906,207.1999969482422,208.35000610351562,174.6119842529297,102027100
2015-12-08,206.49000549316406,208.2899932861328,205.77999877929688,206.9499969482422,173.4386749267578,103372400
2015-12-09,206.19000244140625,208.67999267578125,204.17999267578125,205.33999633789062,172.08935546875,162401500
2015-12-10,205.4199981689453,207.42999267578125,205.13999938964844,205.8699951171875,172.53358459472656,116128900
2015-12-11,203.35000610351562,204.13999938964844,201.50999450683594,201.8800048828125,169.18966674804688,211173300
2015-12-14,202.07000732421875,203.0500030517578,199.9499969482422,202.89999389648438,170.0444793701172,182385200
2015-12-15,204.6999969482422,206.11000061035156,202.8699951171875,205.02999877929688,171.82957458496094,154069600
2015-12-16,206.3699951171875,208.38999938964844,204.8000030517578,208.02999877929688,174.34376525878906,197017000
2015-12-17,208.39999389648438,208.47999572753906,204.83999633789062,204.86000061035156,171.6870880126953,173092500
2015-12-18,202.77000427246094,202.92999267578125,199.8300018310547,200.02000427246094,168.6285400390625,251393500
2015-12-21,201.41000366210938,201.8800048828125,200.08999633789062,201.6699981689453,170.01951599121094,99094300
2015-12-22,202.72000122070312,203.85000610351562,201.5500030517578,203.5,171.56231689453125,111026200
2015-12-23,204.69000244140625,206.07000732421875,204.5800018310547,206.02000427246094,173.6868438720703,110987200
2015-12-24,205.72000122070312,206.3300018310547,205.4199981689453,205.67999267578125,173.40025329589844,48539600
2015-12-28,204.86000061035156,205.25999450683594,203.94000244140625,205.2100067138672,173.00396728515625,65899900
2015-12-29,206.50999450683594,207.7899932861328,206.47000122070312,207.39999389648438,174.85028076171875,92640700
2015-12-30,207.11000061035156,207.2100067138672,205.75999450683594,205.92999267578125,173.61094665527344,63317700
2015-12-31,205.1300048828125,205.88999938964844,203.8699951171875,203.8699951171875,171.874267578125,114877900
2016-01-04,200.49000549316406,201.02999877929688,198.58999633789062,201.02000427246094,169.4716033935547,222353500
2016-01-05,201.39999389648438,201.89999389648438,200.0500030517578,201.36000061035156,169.75816345214844,110845800
2016-01-06,198.33999633789062,200.05999755859375,197.60000610351562,198.82000732421875,167.6168212890625,152112600
2016-01-07,195.3300018310547,197.44000244140625,193.58999633789062,194.0500030517578,163.595458984375,213436100
2016-01-08,195.19000244140625,195.85000610351562,191.5800018310547,191.9199981689453,161.7997283935547,209817200
2016-01-11,193.00999450683594,193.41000366210938,189.82000732421875,192.11000061035156,161.95989990234375,187941300
2016-01-12,193.82000732421875,194.5500030517578,191.13999938964844,193.66000366210938,163.26663208007812,172330500
2016-01-13,194.4499969482422,194.86000061035156,188.3800048828125,188.8300018310547,159.19467163085938,221168900
2016-01-14,189.5500030517578,193.25999450683594,187.66000366210938,191.92999267578125,161.80813598632812,240795600
2016-01-15,186.77000427246094,188.75999450683594,185.52000427246094,187.80999755859375,158.3347930908203,324846400
2016-01-19,189.9600067138672,190.11000061035156,186.1999969482422,188.05999755859375,158.54551696777344,195244400
2016-01-20,185.02999877929688,187.5,181.02000427246094,185.64999389648438,156.5137481689453,286547800
2016-01-21,186.2100067138672,188.8699951171875,184.63999938964844,186.69000244140625,157.39051818847656,195772900
2016-01-22,189.77999877929688,190.75999450683594,188.8800048828125,190.52000427246094,160.61941528320312,168319600
2016-01-25,189.9199981689453,190.14999389648438,187.41000366210938,187.63999938964844,158.19146728515625,130371700
2016-01-26,188.4199981689453,190.52999877929688,188.02000427246094,190.1999969482422,160.34963989257812,141036800
2016-01-27,189.5800018310547,191.55999755859375,187.05999755859375,188.1300048828125,158.60458374023438,185681700
2016-01-28,189.9600067138672,190.1999969482422,187.16000366210938,189.11000061035156,159.43072509765625,143798800
2016-01-29,190.02000427246094,193.8800048828125,189.8800048828125,193.72000122070312,163.31729125976562,210529300
2016-02-01,192.52999877929688,194.5800018310547,191.83999633789062,193.64999389648438,163.25820922851562,136061600
2016-02-02,191.9600067138672,191.97000122070312,189.5399932861328,190.16000366210938,160.31591796875,182564900
2016-02-03,191.41000366210938,191.77999877929688,187.10000610351562,191.3000030517578,161.2770538330078,205054900
2016-02-04,190.7100067138672,192.75,189.9600067138672,191.60000610351562,161.52996826171875,139531800
2016-02-05,190.99000549316406,191.6699981689453,187.1999969482422,187.9499969482422,158.4527587890625,180788300
2016-02-08,185.77000427246094,186.1199951171875,182.8000030517578,185.4199981689453,156.31982421875,191526700
2016-02-09,183.36000061035156,186.94000244140625,183.1999969482422,185.42999267578125,156.3282928466797,184513100
