Ticker,Annual Return,Annual Volatility,VaR 95%,Sharpe Ratio
TSLA,0.4559376099329146,0.5717044740762636,-0.05165681093744429,0.7625226488515496
BND,0.019888173965491515,0.05312818909103913,-0.004755767116236082,-0.0021048342964760753
SPY,0.14494967652263163,0.1765288670846981,-0.016646030610462877,0.7078144135071184
